,Unnamed: 0.1,Unnamed: 0,_id,price,bedrooms,bathrooms,summary,text,latitude,longitude,property_type,lease,image_url,image_prediction
12,12,12,141799220,375000,1,1.0,A well presented one bedroom in the Hardwicks Square development. The property is in great condition throughout and boasts an open plan kitchen/ reception with direct access to a private balcony.,"A well presented one bedroom in the Hardwicks Square development.  The property is in great condition throughout and boasts an open plan kitchen/ reception with direct access to a private balcony.<br /><br />Hardwick Square is conveniently located close to Southside Shopping Centre which has a range of facilities and shops, as well as an assortment of restaurants and bars.  There are excellent bus and rail links into Central London.  Wandsworth Town and Earlsfield (Mainline) as well as (District Line Tube) all less than a mile away.<br /><br />Selling your property in Hardwicks Square? Trying to find your perfect home to buy? Register with <strong>Chestertons Wandsworth</strong> to get the full picture from the experts in the Wandsworth Park market. <br /><br />Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat (<strong>ChestertonsChinaDesk</strong>)",51.456513,-0.196797,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/146k/145460/141799220/145460_WDW150051_IMG_03_0000.jpeg,living room
13,13,13,141799220,375000,1,1.0,A well presented one bedroom in the Hardwicks Square development. The property is in great condition throughout and boasts an open plan kitchen/ reception with direct access to a private balcony.,"A well presented one bedroom in the Hardwicks Square development.  The property is in great condition throughout and boasts an open plan kitchen/ reception with direct access to a private balcony.<br /><br />Hardwick Square is conveniently located close to Southside Shopping Centre which has a range of facilities and shops, as well as an assortment of restaurants and bars.  There are excellent bus and rail links into Central London.  Wandsworth Town and Earlsfield (Mainline) as well as (District Line Tube) all less than a mile away.<br /><br />Selling your property in Hardwicks Square? Trying to find your perfect home to buy? Register with <strong>Chestertons Wandsworth</strong> to get the full picture from the experts in the Wandsworth Park market. <br /><br />Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat (<strong>ChestertonsChinaDesk</strong>)",51.456513,-0.196797,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/146k/145460/141799220/145460_WDW150051_IMG_04_0000.jpeg,bathroom
14,14,14,141799220,375000,1,1.0,A well presented one bedroom in the Hardwicks Square development. The property is in great condition throughout and boasts an open plan kitchen/ reception with direct access to a private balcony.,"A well presented one bedroom in the Hardwicks Square development.  The property is in great condition throughout and boasts an open plan kitchen/ reception with direct access to a private balcony.<br /><br />Hardwick Square is conveniently located close to Southside Shopping Centre which has a range of facilities and shops, as well as an assortment of restaurants and bars.  There are excellent bus and rail links into Central London.  Wandsworth Town and Earlsfield (Mainline) as well as (District Line Tube) all less than a mile away.<br /><br />Selling your property in Hardwicks Square? Trying to find your perfect home to buy? Register with <strong>Chestertons Wandsworth</strong> to get the full picture from the experts in the Wandsworth Park market. <br /><br />Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat (<strong>ChestertonsChinaDesk</strong>)",51.456513,-0.196797,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/146k/145460/141799220/145460_WDW150051_IMG_05_0000.jpeg,office
15,15,15,141799220,375000,1,1.0,A well presented one bedroom in the Hardwicks Square development. The property is in great condition throughout and boasts an open plan kitchen/ reception with direct access to a private balcony.,"A well presented one bedroom in the Hardwicks Square development.  The property is in great condition throughout and boasts an open plan kitchen/ reception with direct access to a private balcony.<br /><br />Hardwick Square is conveniently located close to Southside Shopping Centre which has a range of facilities and shops, as well as an assortment of restaurants and bars.  There are excellent bus and rail links into Central London.  Wandsworth Town and Earlsfield (Mainline) as well as (District Line Tube) all less than a mile away.<br /><br />Selling your property in Hardwicks Square? Trying to find your perfect home to buy? Register with <strong>Chestertons Wandsworth</strong> to get the full picture from the experts in the Wandsworth Park market. <br /><br />Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat (<strong>ChestertonsChinaDesk</strong>)",51.456513,-0.196797,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/146k/145460/141799220/145460_WDW150051_IMG_06_0000.jpeg,living room
16,16,16,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_00_0000.jpeg,living room
17,17,17,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_01_0000.jpeg,living room
18,18,18,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_02_0000.jpeg,yard
19,19,19,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_03_0000.jpeg,yard
20,20,20,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_04_0000.jpeg,house facade
21,21,21,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_05_0000.jpeg,locker room
22,22,22,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_06_0000.jpeg,living room
23,23,23,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_07_0000.jpeg,dining room
24,24,24,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_08_0000.jpeg,bedroom
25,25,25,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_09_0000.jpeg,bedroom
26,26,26,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_10_0000.jpeg,bathroom
27,27,27,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_11_0000.jpeg,kitchen
28,28,28,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_12_0000.jpeg,bedroom
29,29,29,141799082,1325000,3,2.0,An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road accessible to both Earlsfield and Tooting station,"An absolutely stunning home offering bright and airy accommodation over three levels (plus cellar) set on a hugely popular residential road  accessible to both Earlsfield and Tooting station<br />This truly beautiful home has exposed floorboards, shutters and woodburner in the reception room and an extended kitchen/dining room out to a glorious south west facing garden with garden room and side gate",51.43698,-0.18447,End of Terrace,FREEHOLD,https://media.rightmove.co.uk/56k/55441/141799082/55441_2281772_IMG_13_0000.jpeg,service room
30,30,30,141798497,425000,1,1.0,"Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spac...","Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft <br /><br /><br />The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spacious lounge with an abundance of light, modern eat in kitchen with integrated appliances, modern bathroom with shower over bath and large bedroom with ample fitted storage. The property is ideally located close to local amenities and transport links are nearby at either Clapham Junction or Earlsfield Stations providing easy access in and out of London.",51.45166,-0.17986,Apartment,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/71k/70256/141798497/70256_CLP230227_IMG_00_0000.jpeg,house facade
31,31,31,141798497,425000,1,1.0,"Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spac...","Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft <br /><br /><br />The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spacious lounge with an abundance of light, modern eat in kitchen with integrated appliances, modern bathroom with shower over bath and large bedroom with ample fitted storage. The property is ideally located close to local amenities and transport links are nearby at either Clapham Junction or Earlsfield Stations providing easy access in and out of London.",51.45166,-0.17986,Apartment,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/71k/70256/141798497/70256_CLP230227_IMG_01_0000.jpeg,living room
32,32,32,141798497,425000,1,1.0,"Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spac...","Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft <br /><br /><br />The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spacious lounge with an abundance of light, modern eat in kitchen with integrated appliances, modern bathroom with shower over bath and large bedroom with ample fitted storage. The property is ideally located close to local amenities and transport links are nearby at either Clapham Junction or Earlsfield Stations providing easy access in and out of London.",51.45166,-0.17986,Apartment,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/71k/70256/141798497/70256_CLP230227_IMG_02_0000.jpeg,bedroom
33,33,33,141798497,425000,1,1.0,"Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spac...","Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft <br /><br /><br />The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spacious lounge with an abundance of light, modern eat in kitchen with integrated appliances, modern bathroom with shower over bath and large bedroom with ample fitted storage. The property is ideally located close to local amenities and transport links are nearby at either Clapham Junction or Earlsfield Stations providing easy access in and out of London.",51.45166,-0.17986,Apartment,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/71k/70256/141798497/70256_CLP230227_IMG_03_0000.jpeg,living room
34,34,34,141798497,425000,1,1.0,"Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spac...","Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft <br /><br /><br />The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spacious lounge with an abundance of light, modern eat in kitchen with integrated appliances, modern bathroom with shower over bath and large bedroom with ample fitted storage. The property is ideally located close to local amenities and transport links are nearby at either Clapham Junction or Earlsfield Stations providing easy access in and out of London.",51.45166,-0.17986,Apartment,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/71k/70256/141798497/70256_CLP230227_IMG_04_0000.jpeg,kitchen
35,35,35,141798497,425000,1,1.0,"Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spac...","Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft <br /><br /><br />The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spacious lounge with an abundance of light, modern eat in kitchen with integrated appliances, modern bathroom with shower over bath and large bedroom with ample fitted storage. The property is ideally located close to local amenities and transport links are nearby at either Clapham Junction or Earlsfield Stations providing easy access in and out of London.",51.45166,-0.17986,Apartment,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/71k/70256/141798497/70256_CLP230227_IMG_05_0000.jpeg,bedroom
36,36,36,141798497,425000,1,1.0,"Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spac...","Located on a popular road close to Wandsworth Common, a large and immaculately presented one bedroom flat in a Victorian conversion Boasting 854 sq. ft <br /><br /><br />The property is neutrally decorated throughout and accommodation in this spacious apartment comprises; large open hallway, spacious lounge with an abundance of light, modern eat in kitchen with integrated appliances, modern bathroom with shower over bath and large bedroom with ample fitted storage. The property is ideally located close to local amenities and transport links are nearby at either Clapham Junction or Earlsfield Stations providing easy access in and out of London.",51.45166,-0.17986,Apartment,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/71k/70256/141798497/70256_CLP230227_IMG_06_0000.jpeg,bedroom
